user_id,item_id,description,recommendation_type,business_boosted,campaign_type,final_score,ai_relevance,strategic_boost,personalization_match,popularity_score,reason,matched_interests
12820.0,22423,REGENCY CAKESTAND 3 TIER,promotion,True,clearance,1.2965,0.9956,0.2034,1.0,0.9782,Clearance: Featured brand selected for you,SET_OF_12_FAIRY
12820.0,22573,STAR WOODEN CHRISTMAS DECORATION,personalization,False,none,0.9407,0.9825,0.605,1.0,0.6637,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
12820.0,22141,CHRISTMAS CRAFT TREE TOP ANGEL,personalization,False,none,0.9393,0.9956,0.5347,1.0,0.7729,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
12820.0,23293,SET OF 12 FAIRY CAKE BAKING CASES,personalization,False,none,0.9278,0.9868,0.4133,1.0,0.8092,Personalized: Matches your interest in SET_OF_12_FAIRY,SET_OF_12_FAIRY
12820.0,22940,FELTCRAFT CHRISTMAS FAIRY,personalization,False,none,0.9055,0.9868,0.1983,1.0,0.7555,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
12820.0,22489,PACK OF 12 TRADITIONAL CRAYONS,personalization,False,none,0.9029,0.9912,0.1776,1.0,0.7583,"Personalized: Matches your interest in SET_OF_SKULL_WALL, SET_OF_12_FAIRY","SET_OF_SKULL_WALL, SET_OF_12_FAIRY"
12820.0,22639,SET OF 4 NAPKIN CHARMS HEARTS,personalization,False,none,0.9019,0.9868,0.2325,1.0,0.6409,Personalized: Matches your interest in SET_OF_12_FAIRY,SET_OF_12_FAIRY
12820.0,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,personalization,False,none,0.9012,0.9868,0.1834,1.0,0.7037,"Personalized: Matches your interest in EMBROIDERED_RIBBON_REEL_SUSIE, STAR_WOODEN_CHRISTMAS_DECORATION","EMBROIDERED_RIBBON_REEL_SUSIE, STAR_WOODEN_CHRISTMAS_DECORATION"
12820.0,23233,WRAP POPPIES  DESIGN,curation,False,none,0.6704,0.9693,0.6406,0.6181,0.6661,Personalized: Matches your interest in ROLL_WRAP_VINTAGE_CHRISTMAS,ROLL_WRAP_VINTAGE_CHRISTMAS
12820.0,23350,ROLL WRAP VINTAGE SPOT ,curation,False,none,0.6661,0.9825,0.5389,0.6181,0.7278,Personalized: Matches your interest in ROLL_WRAP_VINTAGE_CHRISTMAS,ROLL_WRAP_VINTAGE_CHRISTMAS
14947.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,promotion,True,promoted,1.3201,0.9975,0.4962,1.0,1.0,Promoted: Featured brand selected for you,VINTAGE_GLASS_T-LIGHT_HOLDER
14947.0,84949,SILVER HANGING T-LIGHT HOLDER,personalization,False,none,0.9468,0.9975,0.7975,1.0,0.7273,Personalized: Matches your interest in VINTAGE_GLASS_T-LIGHT_HOLDER,VINTAGE_GLASS_T-LIGHT_HOLDER
14947.0,22469,HEART OF WICKER SMALL,personalization,False,none,0.9073,0.9975,0.2354,1.0,0.9048,Personalized: Matches your interest in WALL_ART_VINTAGE_HEART,WALL_ART_VINTAGE_HEART
14947.0,23322,LARGE WHITE HEART OF WICKER,personalization,False,none,0.9004,0.9949,0.2546,1.0,0.8231,Personalized: Matches your interest in WALL_ART_VINTAGE_HEART,WALL_ART_VINTAGE_HEART
14947.0,22197,SMALL POPCORN HOLDER,personalization,False,none,0.8958,1.0,0.0991,1.0,0.9154,Personalized: Matches your interest in VINTAGE_GLASS_T-LIGHT_HOLDER,VINTAGE_GLASS_T-LIGHT_HOLDER
14947.0,84836,ZINC METAL HEART DECORATION,personalization,False,none,0.8944,0.9773,0.2344,1.0,0.8136,Personalized: Matches your interest in ZINC_METAL_HEART_DECORATION,ZINC_METAL_HEART_DECORATION
14947.0,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,personalization,False,none,0.8907,0.9874,0.3013,1.0,0.6496,Personalized: Matches your interest in ZINC_METAL_HEART_DECORATION,ZINC_METAL_HEART_DECORATION
14947.0,22595,CHRISTMAS GINGHAM HEART,personalization,False,none,0.885,0.9924,0.1509,1.0,0.7765,"Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION, WALL_ART_VINTAGE_HEART","STAR_WOODEN_CHRISTMAS_DECORATION, WALL_ART_VINTAGE_HEART"
14947.0,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,curation,False,none,0.5921,0.9848,0.5086,0.3376,0.803,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
14947.0,22192,BLUE DINER WALL CLOCK,curation,False,none,0.5722,0.9924,0.7562,0.2501,0.7647,Personalized: Matches your interest in BLUE_DINER_WALL_CLOCK,BLUE_DINER_WALL_CLOCK
15611.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,promotion,True,clearance,1.2266,0.9946,0.0452,0.91,0.9093,Clearance: Featured brand selected for you,"STAR_WOODEN_CHRISTMAS_DECORATION, SET_OF_SKULL_WALL"
15611.0,22835,HOT WATER BOTTLE I AM SO POORLY,personalization,False,none,0.9629,0.9946,0.7539,1.0,0.8206,Personalized: Matches your interest in FAWN_BLUE_HOT_WATER,FAWN_BLUE_HOT_WATER
15611.0,21484,CHICK GREY HOT WATER BOTTLE,personalization,False,none,0.9499,0.9892,0.7084,1.0,0.7478,Personalized: Matches your interest in FAWN_BLUE_HOT_WATER,FAWN_BLUE_HOT_WATER
15611.0,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,personalization,False,none,0.9171,0.9839,0.477,1.0,0.6661,Personalized: Matches your interest in SET_OF_10_LANTERNS,SET_OF_10_LANTERNS
15611.0,22179,SET 10 LIGHTS NIGHT OWL,personalization,False,none,0.9129,0.9839,0.4807,1.0,0.6838,Personalized: Matches your interest in SET_OF_10_LANTERNS,SET_OF_10_LANTERNS
15611.0,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,personalization,False,none,0.8965,0.9839,0.1956,1.0,0.6083,Personalized: Matches your interest in SET_OF_10_LANTERNS,SET_OF_10_LANTERNS
15611.0,21122,SET/10 PINK POLKADOT PARTY CANDLES,personalization,False,none,0.8963,0.9892,0.1269,1.0,0.7555,Personalized: Matches your interest in SET_OF_10_LANTERNS,SET_OF_10_LANTERNS
15611.0,22439,6 ROCKET BALLOONS ,personalization,False,none,0.8959,0.9839,0.1572,1.0,0.6694,"Personalized: Matches your interest in SET_OF_12_FAIRY, SET_OF_10_LANTERNS","SET_OF_12_FAIRY, SET_OF_10_LANTERNS"
15611.0,84836,ZINC METAL HEART DECORATION,curation,False,none,0.4337,0.9785,0.2344,0.3213,0.8136,Personalized: Matches your interest in ZINC_METAL_HEART_DECORATION,ZINC_METAL_HEART_DECORATION
15611.0,20679,EDWARDIAN PARASOL RED,curation,False,none,0.4309,0.9892,0.5949,0.269,0.7358,Personalized: Matches your interest in RED_RETROSPOT_UMBRELLA,RED_RETROSPOT_UMBRELLA
12910.0,71053,WHITE METAL LANTERN,promotion,True,promoted,1.021,0.9939,0.1688,0.5989,0.7319,Promoted: Featured brand selected for you,SET_OF_10_LANTERNS
12910.0,23199,JUMBO BAG APPLES,personalization,False,none,0.9267,0.9939,0.3889,1.0,0.8648,Personalized: Matches your interest in JUMBO_BAG_VINTAGE_CHRISTMAS,JUMBO_BAG_VINTAGE_CHRISTMAS
12910.0,23200,JUMBO BAG PEARS,personalization,False,none,0.9201,0.9878,0.3783,1.0,0.8098,Personalized: Matches your interest in JUMBO_BAG_VINTAGE_CHRISTMAS,JUMBO_BAG_VINTAGE_CHRISTMAS
12910.0,85099B,JUMBO BAG RED RETROSPOT,personalization,False,none,0.9095,0.9939,0.2209,1.0,0.9699,"Personalized: Matches your interest in RED_RETROSPOT_SHOPPER_BAG, JUMBO_BAG_VINTAGE_CHRISTMAS","RED_RETROSPOT_SHOPPER_BAG, JUMBO_BAG_VINTAGE_CHRISTMAS"
12910.0,22384,LUNCH BAG PINK POLKADOT,personalization,False,none,0.9074,0.9939,0.1762,1.0,0.901,Personalized: Matches your interest in JUMBO_BAG_VINTAGE_CHRISTMAS,JUMBO_BAG_VINTAGE_CHRISTMAS
12910.0,20724,RED RETROSPOT CHARLOTTE BAG,personalization,False,none,0.9053,0.9878,0.1614,1.0,0.8693,"Personalized: Matches your interest in RED_RETROSPOT_SHOPPER_BAG, JUMBO_BAG_VINTAGE_CHRISTMAS","RED_RETROSPOT_SHOPPER_BAG, JUMBO_BAG_VINTAGE_CHRISTMAS"
12910.0,22662,LUNCH BAG DOLLY GIRL DESIGN,personalization,False,none,0.8988,0.9939,0.129,1.0,0.8429,Personalized: Matches your interest in JUMBO_BAG_VINTAGE_CHRISTMAS,JUMBO_BAG_VINTAGE_CHRISTMAS
12910.0,22356,CHARLOTTE BAG PINK POLKADOT,personalization,False,none,0.8978,0.9878,0.0978,1.0,0.8152,Personalized: Matches your interest in JUMBO_BAG_VINTAGE_CHRISTMAS,JUMBO_BAG_VINTAGE_CHRISTMAS
12910.0,22030,SWALLOWS GREETING CARD,curation,False,none,0.5332,0.9634,0.6458,0.4124,0.7226,Personalized: Matches your interest in TRAVEL_CARD_WALLET_RETRO,TRAVEL_CARD_WALLET_RETRO
12910.0,22996,TRAVEL CARD WALLET VINTAGE TICKET,curation,False,none,0.531,0.9878,0.6126,0.4124,0.7495,Personalized: Matches your interest in TRAVEL_CARD_WALLET_RETRO,TRAVEL_CARD_WALLET_RETRO
13060.0,22423,REGENCY CAKESTAND 3 TIER,promotion,True,clearance,1.0722,0.9954,0.2034,0.6925,0.9782,Clearance: Featured brand selected for you,SET_OF_12_FAIRY
13060.0,23284,DOORMAT KEEP CALM AND COME IN,personalization,False,none,0.9492,0.9954,0.7223,1.0,0.8513,Personalized: Matches your interest in DOORMAT_WELCOME_TO_OUR,DOORMAT_WELCOME_TO_OUR
13060.0,48187,DOORMAT NEW ENGLAND,personalization,False,none,0.9368,0.9908,0.5895,1.0,0.8253,Personalized: Matches your interest in DOORMAT_WELCOME_TO_OUR,DOORMAT_WELCOME_TO_OUR
13060.0,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,personalization,False,none,0.8873,0.9885,0.1638,1.0,0.7647,"Personalized: Matches your interest in VINTAGE_GLASS_T-LIGHT_HOLDER, ZINC_METAL_HEART_DECORATION","VINTAGE_GLASS_T-LIGHT_HOLDER, ZINC_METAL_HEART_DECORATION"
13060.0,85066,CREAM SWEETHEART MINI CHEST,personalization,False,none,0.8858,0.9838,0.1178,1.0,0.8036,"Personalized: Matches your interest in WALL_ART_VINTAGE_HEART, ZINC_METAL_HEART_DECORATION","WALL_ART_VINTAGE_HEART, ZINC_METAL_HEART_DECORATION"
13060.0,22196,SMALL HEART MEASURING SPOONS,personalization,False,none,0.8837,0.9746,0.2404,1.0,0.7299,Personalized: Matches your interest in ZINC_METAL_HEART_DECORATION,ZINC_METAL_HEART_DECORATION
13060.0,23263,SET OF 3 WOODEN HEART DECORATIONS,personalization,False,none,0.883,0.9861,0.0996,1.0,0.7965,"Personalized: Matches your interest in WALL_ART_VINTAGE_HEART, ZINC_METAL_HEART_DECORATION","WALL_ART_VINTAGE_HEART, ZINC_METAL_HEART_DECORATION"
13060.0,22131,FOOD CONTAINER SET 3 LOVE HEART ,personalization,False,none,0.8819,0.9861,0.1894,1.0,0.6894,"Personalized: Matches your interest in ZINC_METAL_HEART_DECORATION, SET_OF_12_FAIRY","ZINC_METAL_HEART_DECORATION, SET_OF_12_FAIRY"
13060.0,20679,EDWARDIAN PARASOL RED,curation,False,none,0.7261,0.9885,0.5949,0.6266,0.7358,Personalized: Matches your interest in RED_RETROSPOT_UMBRELLA,RED_RETROSPOT_UMBRELLA
13060.0,21746,SMALL RED RETROSPOT WINDMILL,curation,False,none,0.7186,0.9769,0.4539,0.6266,0.6873,Personalized: Matches your interest in RED_RETROSPOT_UMBRELLA,RED_RETROSPOT_UMBRELLA
14655.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,promotion,True,clearance,1.1855,0.9935,0.0452,0.8915,0.9093,Clearance: Featured brand selected for you,"STAR_WOODEN_CHRISTMAS_DECORATION, SET_OF_SKULL_WALL"
14655.0,20971,PINK BLUE FELT CRAFT TRINKET BOX,personalization,False,none,0.9406,0.9935,0.5586,1.0,0.8073,Personalized: Matches your interest in PINK_BLUE_FELT_CRAFT,PINK_BLUE_FELT_CRAFT
14655.0,20972,PINK CREAM FELT CRAFT TRINKET BOX ,personalization,False,none,0.9335,0.9935,0.4943,1.0,0.8284,Personalized: Matches your interest in PINK_BLUE_FELT_CRAFT,PINK_BLUE_FELT_CRAFT
14655.0,23583,LUNCH BAG PAISLEY PARK  ,personalization,False,none,0.9253,0.9935,0.4026,1.0,0.7538,Personalized: Matches your interest in CABIN_BAG_VINTAGE_PAISLEY,CABIN_BAG_VINTAGE_PAISLEY
14655.0,84596F,SMALL MARSHMALLOWS PINK BOWL,personalization,False,none,0.9216,0.9902,0.37,1.0,0.7508,Personalized: Matches your interest in RED_POLKADOT_PUDDING_BOWL,RED_POLKADOT_PUDDING_BOWL
14655.0,20711,JUMBO BAG TOYS ,personalization,False,none,0.9215,0.9772,0.398,0.9994,0.7237,Personalized: Matches your interest in JUMBO_BAG_VINTAGE_CHRISTMAS,JUMBO_BAG_VINTAGE_CHRISTMAS
14655.0,22422,TOOTHPASTE TUBE PEN,personalization,False,none,0.9188,0.9414,0.5099,1.0,0.5718,Personalized: Matches your interest in FRENCH_ENAMEL_CANDLEHOLDER,FRENCH_ENAMEL_CANDLEHOLDER
14655.0,23204,CHARLOTTE BAG APPLES DESIGN,personalization,False,none,0.9178,0.9935,0.3235,0.9994,0.7953,Personalized: Matches your interest in JUMBO_BAG_VINTAGE_CHRISTMAS,JUMBO_BAG_VINTAGE_CHRISTMAS
14655.0,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,curation,False,none,0.8729,0.9902,0.569,0.8972,0.8251,Personalized: Matches your interest in VINTAGE_GLASS_T-LIGHT_HOLDER,VINTAGE_GLASS_T-LIGHT_HOLDER
14655.0,84978,HANGING HEART JAR T-LIGHT HOLDER,curation,False,none,0.8645,0.9935,0.4906,0.8972,0.8356,Personalized: Matches your interest in VINTAGE_GLASS_T-LIGHT_HOLDER,VINTAGE_GLASS_T-LIGHT_HOLDER
17286.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,promotion,True,clearance,1.2758,0.9885,0.0452,1.0,0.9093,Clearance: Featured brand selected for you,"STAR_WOODEN_CHRISTMAS_DECORATION, SET_OF_SKULL_WALL"
17286.0,22594,CHRISTMAS GINGHAM TREE,personalization,False,none,0.9238,0.954,0.4928,1.0,0.6358,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
17286.0,22077,6 RIBBONS RUSTIC CHARM,personalization,False,none,0.9001,0.9885,0.1713,1.0,0.8693,"Personalized: Matches your interest in EMBROIDERED_RIBBON_REEL_SUSIE, STAR_WOODEN_CHRISTMAS_DECORATION","EMBROIDERED_RIBBON_REEL_SUSIE, STAR_WOODEN_CHRISTMAS_DECORATION"
17286.0,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,personalization,False,none,0.8918,0.9655,0.1856,1.0,0.6702,"Personalized: Matches your interest in SET_OF_12_FAIRY, STAR_WOODEN_CHRISTMAS_DECORATION","SET_OF_12_FAIRY, STAR_WOODEN_CHRISTMAS_DECORATION"
17286.0,22942,CHRISTMAS LIGHTS 10 SANTAS ,personalization,False,none,0.8914,0.9655,0.1706,1.0,0.6419,"Personalized: Matches your interest in SET_OF_10_LANTERNS, STAR_WOODEN_CHRISTMAS_DECORATION","SET_OF_10_LANTERNS, STAR_WOODEN_CHRISTMAS_DECORATION"
17286.0,22306,SILVER MUG BONE CHINA TREE OF LIFE,personalization,False,none,0.886,0.977,0.1096,1.0,0.6096,Personalized: Matches your interest in STAR_WOODEN_CHRISTMAS_DECORATION,STAR_WOODEN_CHRISTMAS_DECORATION
17286.0,84006,MAGIC TREE -PAPER FLOWERS,personalization,False,none,0.886,0.9425,0.2154,1.0,0.5735,"Personalized: Matches your interest in PINK_CHRYSANTHEMUMS_ART_FLOWER, STAR_WOODEN_CHRISTMAS_DECORATION","PINK_CHRYSANTHEMUMS_ART_FLOWER, STAR_WOODEN_CHRISTMAS_DECORATION"
17286.0,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,personalization,False,none,0.8859,0.954,0.1439,1.0,0.6678,"Personalized: Matches your interest in SET_OF_10_LANTERNS, STAR_WOODEN_CHRISTMAS_DECORATION","SET_OF_10_LANTERNS, STAR_WOODEN_CHRISTMAS_DECORATION"
17286.0,16161U,WRAP SUKI AND FRIENDS,curation,False,none,0.5047,0.977,0.5847,0.3898,0.6438,Personalized: Matches your interest in ROLL_WRAP_VINTAGE_CHRISTMAS,ROLL_WRAP_VINTAGE_CHRISTMAS
17286.0,23231,WRAP DOILEY DESIGN,curation,False,none,0.4963,0.977,0.4519,0.3898,0.7289,Personalized: Matches your interest in ROLL_WRAP_VINTAGE_CHRISTMAS,ROLL_WRAP_VINTAGE_CHRISTMAS
16385.0,22423,REGENCY CAKESTAND 3 TIER,promotion,True,clearance,1.2854,1.0,0.2034,1.0,0.9782,Clearance: Featured brand selected for you,SET_OF_12_FAIRY
16385.0,82482,WOODEN PICTURE FRAME WHITE FINISH,personalization,False,none,0.9457,0.9829,0.5862,1.0,0.8911,Personalized: Matches your interest in WOODEN_FRAME_ANTIQUE_WHITE,WOODEN_FRAME_ANTIQUE_WHITE
16385.0,82494L,WOODEN FRAME ANTIQUE WHITE ,personalization,False,none,0.9394,1.0,0.4928,1.0,0.8808,Personalized: Matches your interest in WOODEN_FRAME_ANTIQUE_WHITE,WOODEN_FRAME_ANTIQUE_WHITE
16385.0,21212,PACK OF 72 RETROSPOT CAKE CASES,personalization,False,none,0.9324,1.0,0.4574,1.0,0.9154,Personalized: Matches your interest in SET_OF_12_FAIRY,SET_OF_12_FAIRY
16385.0,22853,CAT BOWL VINTAGE CREAM,personalization,False,none,0.9203,0.9543,0.4789,1.0,0.6071,Personalized: Matches your interest in RED_POLKADOT_PUDDING_BOWL,RED_POLKADOT_PUDDING_BOWL
16385.0,22350,ILLUSTRATED CAT BOWL ,personalization,False,none,0.9093,0.9829,0.427,1.0,0.5906,Personalized: Matches your interest in RED_POLKADOT_PUDDING_BOWL,RED_POLKADOT_PUDDING_BOWL
16385.0,15036,ASSORTED COLOURS SILK FAN,personalization,False,none,0.904,0.9886,0.1777,1.0,0.7596,Personalized: Matches your interest in WHITE_VINTAGE_CRYSTAL_BRACELET,WHITE_VINTAGE_CRYSTAL_BRACELET
16385.0,20676,RED RETROSPOT BOWL,personalization,False,none,0.8999,0.9943,0.1394,1.0,0.7508,"Personalized: Matches your interest in RED_RETROSPOT_UMBRELLA, RED_POLKADOT_PUDDING_BOWL","RED_RETROSPOT_UMBRELLA, RED_POLKADOT_PUDDING_BOWL"
16385.0,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,curation,False,none,0.8698,0.9829,0.6409,0.889,0.7934,Personalized: Matches your interest in FELTCRAFT_DOLL_MOLLY,FELTCRAFT_DOLL_MOLLY
16385.0,22751,FELTCRAFT PRINCESS OLIVIA DOLL,curation,False,none,0.8695,0.9886,0.7066,0.889,0.7278,Personalized: Matches your interest in FELTCRAFT_DOLL_MOLLY,FELTCRAFT_DOLL_MOLLY
13725.0,84879,ASSORTED COLOUR BIRD ORNAMENT,personalization,False,none,0.9366,1.0,0.4157,1.0,0.9517,Personalized: Matches your interest in GREEN_BIRDHOUSE_DECORATION,GREEN_BIRDHOUSE_DECORATION
13725.0,22908,PACK OF 20 NAPKINS RED APPLES,personalization,False,none,0.9346,0.9888,0.5054,1.0,0.7592,Personalized: Matches your interest in SET/20_STRAWBERRY_PAPER_NAPKINS,SET/20_STRAWBERRY_PAPER_NAPKINS
13725.0,71053,WHITE METAL LANTERN,promotion,True,promoted,0.9307,1.0,0.1688,0.4852,0.7319,Promoted: Featured brand selected for you,SET_OF_10_LANTERNS
13725.0,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,personalization,False,none,0.9216,0.9944,0.3985,1.0,0.8696,Personalized: Matches your interest in SET/20_STRAWBERRY_PAPER_NAPKINS,SET/20_STRAWBERRY_PAPER_NAPKINS
13725.0,22867,HAND WARMER BIRD DESIGN,personalization,False,none,0.9204,0.9777,0.4546,1.0,0.8128,Personalized: Matches your interest in GREEN_BIRDHOUSE_DECORATION,GREEN_BIRDHOUSE_DECORATION
13725.0,23240,SET OF 4 KNICK KNACK TINS DOILEY ,personalization,False,none,0.9203,0.9944,0.3572,1.0,0.8154,Personalized: Matches your interest in SET_OF_16_VINTAGE,SET_OF_16_VINTAGE
13725.0,23238,SET OF 4 KNICK KNACK TINS LONDON ,personalization,False,none,0.9124,0.9888,0.37,1.0,0.7221,Personalized: Matches your interest in SET_OF_16_VINTAGE,SET_OF_16_VINTAGE
13725.0,22422,TOOTHPASTE TUBE PEN,personalization,False,none,0.9065,0.9441,0.5099,1.0,0.5718,Personalized: Matches your interest in FRENCH_ENAMEL_CANDLEHOLDER,FRENCH_ENAMEL_CANDLEHOLDER
13725.0,84946,ANTIQUE SILVER TEA GLASS ETCHED,curation,False,none,0.8302,0.9944,0.2946,0.8843,0.858,Personalized: Matches your interest in PINK_GLASS_CANDLEHOLDER,PINK_GLASS_CANDLEHOLDER
13725.0,22791,T-LIGHT GLASS FLUTED ANTIQUE,curation,False,none,0.8289,0.9888,0.3931,0.8843,0.7334,Personalized: Matches your interest in PINK_GLASS_CANDLEHOLDER,PINK_GLASS_CANDLEHOLDER
14640.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,promotion,True,promoted,1.3188,0.9942,0.4962,1.0,1.0,Promoted: Featured brand selected for you,VINTAGE_GLASS_T-LIGHT_HOLDER
14640.0,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,personalization,False,none,0.9422,0.9883,0.6457,1.0,0.7542,Personalized: Matches your interest in VINTAGE_GLASS_T-LIGHT_HOLDER,VINTAGE_GLASS_T-LIGHT_HOLDER
14640.0,84879,ASSORTED COLOUR BIRD ORNAMENT,personalization,False,none,0.9341,0.9942,0.4157,1.0,0.9517,Personalized: Matches your interest in GREEN_BIRDHOUSE_DECORATION,GREEN_BIRDHOUSE_DECORATION
14640.0,22231,JIGSAW TREE WITH BIRDHOUSE,personalization,False,none,0.9174,0.9591,0.4676,1.0,0.6193,Personalized: Matches your interest in GREEN_BIRDHOUSE_DECORATION,GREEN_BIRDHOUSE_DECORATION
